395608271605600000.00,"Best legislation is always rammed thru quickly as poss. MT @MichiganDems"""
408101523525079000.00,"But it's always a good time for us to """"be on a break"""" specially wen you r pregnant. #Sarcasm"""
419971503011008000.00,"Dear CTV News"""
400861223140339000.00,"RT @Gio_dudexD"""
383328906646147000.00,"Working for an hour and a half is always exhausting.  . #Sarcasm"""
408674424439586000.00,"Watching Jerry Springer and the Maury show on tv at the gym always restores my hope for humanity. #sarcasm #yikesss #wth"""
387956288401199000.00,"@AniLacy but blaming children or parents is always a good idea #sarcasm"""
397700320232734000.00,"@haldonahue but more guns is always the solution to stopping gun violence. Everyone should be armed and no one ever gets hurt. #Sarcasm"""
392414101043171000.00,"@RobynHaston well fuck a duck! Catching feelings is always fun! #sarcasm"""
398915340320514000.00,"Totaly...I think that @LittleMixOffic will always ignore me...Its great #Sarcasm"""
408974340839845000.00,"MTA always comes through in the clutch """
379119086909022000.00,"You know, I always love the days when major plot aspects are spoiled for me. Today it was How I Met Your Mother. Woot. #sarcasm"""
387741858346311000.00,"@charles052090 @CassandraRules sucks the gov is shut down.We need to get these in people ASAP! The gov is always lookin out for us! #sarcasm"""
414800543492870000.00,"@lexusstaylorr then don't hit that certain nerve haha...go on youtube. They always do it right!  #sarcasm"""
421457182668771000.00,"Great basketball IQ by Bargnani as always #sarcasm"""
402394319614906000.00,"FairPlay always nice weather here in the garw valley!!!!! #sarcasm"""
409626048951640000.00,"Yayy, a flooded kitchen is always fun #Sarcasm"""
391668448054755000.00,"@morgan_dake yeah because my hair always looks so great right after a game, right? #Sarcasm"""
395388778891591000.00,"RT @GenesisSalinas8"""
416660178650419000.00,"Fighting about exes is always a great feeling ?? #Sarcasm"""
381130503589343000.00,"I love how whenever you need me I'm always there but when I need you it's a different story #Thanks #Sarcasm"""
421021259322101000.00,"#NameYourWillyAfterAHurler Donal Og Cuzack... Always getting behind the lads #Sarcasm"""
412077033053634000.00,"I just love how you always ignore me now. Like I'm not even there! #sarcasm"""
387523527018299000.00,"Having low blood pressure is always fun! I just love having dizzy spells! #sarcasm #saveme"""
383345753696894000.00,"Why do I always look so freakin cute when I got to the gym?! #lol #sarcasm"""
422740453641818000.00,"@KendylElliott I always hate missing the day when the prof passes out the syllabus and dismisses and hour early.  #suchabummer #sarcastic """
415545014375444000.00,"Shopping last minute is always such fun. #sarcasm #whydidntwedothissooner"""
389540909056282000.00,"wow im glad i met you! you always make me feel so included so thank you so much! #sarcasm ????"""
503962862604140000.00,"Good thing I love always running on little sleep. #sarcasm"""
418133559920951000.00,"the turn up is gonna be real tonight, gonna get fucked up yall, like always! #turnup #kikme #lfl #drunk #420 #blazeit #newyearnewme #sarcasm"""
503315748584816000.00,"@JOAQUINSEDILLO @CraigSAAVEDRA Don't forget sleeves ad collar. Ironing shirts is ALWAYS the best part of the day. #sarcasm #rebelironer"""
397207833227173000.00,"I always look forward to seeing Mr. Lemieux ever morning. ?? #sarcasm"""
418980889541234000.00,"Always great when your drunk mother and father come home at 04.33 and wake you up when you're up at 5 for work. #justlovely #sarcasm"""
550481092067987000.00,"It's always nice when your own family makes u feel like nothing..especially on New Years..YAY! #sarcasm #mylife"""
544708202953465000.00,"@MaverickFlex Well I could always  watch my knicks..... #sarcasm"""
422773931800395000.00,"@TFCGooner @PaulBGee @adamwagner Always wanna be like Sam. Talk tough on pitch, get a yellow. #sarcasm"""
421481896242343000.00,"@gordon2017 I mean it's not like you really have a choice here. I'm the queen and I always get what I want. #sarcasm #imtheuglystepchild"""
416731938150285000.00,"It's always fun when it takes 4 hours to determine plans .... #sarcasm #fun"""
402722935208554000.00,"Always pack for trips at 3 in the morning the day you are leaving. It helps you remember what you forgot. #lizslifeadvice #sarcasm"""
417849200022679000.00,"Thanks for answering me. I know i can always count on you. #sarcasm"""
390933686654214000.00,"@morganblock10 is always so photogenic #sarcasm http"""
403652555525615000.00,"traffic after class is always a welcome sight #sarcasm #commuterproblems http"""
379307775995953000.00,"Always nice when people you thought were your friends are talking sh!t behind your back. #loveyoutoo #sarcasm"""
414406398714576000.00,"Nice and Mature as always. #sarcasm"""
410015173752012000.00,"@PhillipAdams_1 I would expect nothing less from the always vigilant Mr Cheney. #sarcasm #howlowcanchaneygo"""
396161143942569000.00,"@thewisconsinner Yup, that's def my favorite sport lol #sarcasm,  I really have low-key always wanted to play that tho"""
388099406983335000.00,"Whitewater always smells so nice #sarcasm"""
410393585721171000.00,"@jesssnaith @TomWadham Sounds good! I'll be Ron, I've always wanted to be a ginger. #sarcasm #bunddat"""
381420261204951000.00,"I absolutely adore how my neighbors always bring their crying newborn or temper tantrum throwing toddler outside... #sarcasm #itsSaturday"""
391186287291809000.00,"RT @MarDixon"""
550377748720406000.00,"@AdamBaldwin always reliable intelligence. #sarcasm"""
408996668395098000.00,"mother nature has impeccable timing as always #finalsweek #really #sarcasm"""
390582904142589000.00,"People always ask me when I go to the city why I go. I gotta buy some damn cat food for my imaginary cat ! #shopping #sarcasm #seriouslytho"""
416674406665293000.00,"Unloading semi's in a skirt is always fun. #sarcasm"""
550095162643582000.00,"@mink_kardashian but Sam!!! They finally got their equal representation they've always needed on television!!!!!!!!!!!!! #sarcasm"""
384529380133072000.00,"RT @HisStankness"""
384129591637327000.00,"I love searching for awards tickets on @Delta.com! The website always works, and I always find low mileage tix!! #sarcasm"""
390740352518201000.00,"@ali_brooke_ always has the best comebacks #sarcasm"""
413351683604115000.00,"It's always heartwarming to see guys liking other girls pictures but not their own girlfriends #truelove #aww #sarcasm"""
383523851847864000.00,"always nice to wake up to a cute text #sarcasm #prick"""
395731339540197000.00,"Lmfao wow that was nice. And cute. Everything always ends wrong, I love it! #Sarcasm ????"""
390883387227267000.00,"Doctors is always a pleasure #sarcasm"""
393756274019807000.00,"RT @snellosaurus"""
420734671865921000.00,"@MorgannPaulding ik I'm always wrong , you're always right Morgann #sarcasm"""
380191048560955000.00,"I wasn't always this sarcastic, it took years of dealing with assholes to become this good at it &lt;3 #sarcasm #suckit #whatwhat"""
548282688407207000.00,"Awesome. The Val-Morgan preshow. I always look forward to that when in a cinema. #sarcasm"""
395388699682148000.00,"You're truly always there for me bestfriend #sarcasm"""
413402163021643000.00,"I'm always lucky when it comes to timezones lol. #sarcasm"""
408385920514015000.00,"RT @imaraindancer"""
384857873282781000.00,"I love it when oomf always answers when I text them #sarcasm"""
412570365236617000.00,"Appreciate the 8"""
405705682709917000.00,"Florida bound, a joy as always #sarcasm"""
399332250480693000.00,"@JayGlazer @MikelSevere He's got his dress shirt untucked.  What a shock. He's always given the impression of being a class act.  #sarcasm"""
503582809475522000.00,"@TaylorEspo @NicKlein You're cheating. Get back out those rulers and ellipses #sarcasm. Whatever the artist enjoys is always the best way."""
403986781210546000.00,"RT @NickFurlongHere"""
422535235621109000.00,"Always nice talkin to ya pops #sarcasm"""
397524030942900000.00,"It's always a good night when the next day you have two tests #sarcasm"""
410468838891745000.00,"@I_James_Bennett @geekstarter Yes, because we Americans always do everything the correct way. #Murica! #sarcasm"""
397225875164647000.00,"Just getting to talk to the famous @SethDriggers!!! Always love to hear from him! Can't wait for our roaaaadddd trrriiippp! #Sarcasm #LuhYew"""
384761188069826000.00,"@TrueReb89 Glad you cleared that up! I always wondered if my mama was really a dude! #sarcasm"""
382431275950153000.00,"I can't take compliments well. It's always awkward."""
546890785841750000.00,"Always lovely when the coyotes bark all night #lol #no #jk #sarcasm #goodnight"""
409138190990450000.00,"Knocking my ankle in bed is always comfortable. #sarcastic #brokenagain"""
381853822068326000.00,"Sydney just came in the house to let me know my 17 y/o boyfriend is here. Always looking out for mom. #sarcasm"""
397735446198751000.00,"Court is always fun. #sarcasm"""
409546664555200000.00,"Always hate to see ohio state lose. #sarcasm"""
405789700621082000.00,"Thanksgiving always brings out the bright sides of my family #sarcasm"""
385801180162437000.00,"Conversations with the one you love are always #priceless #hilarious #sarcastic #actuallykindofmean #truthhurts #tweetable @SassafrassSam"""
554338994394509000.00,"I'm always inspired by the creativity of the cheer, """"Go Pack Go"""" #Sarcasm"""
380437842830163000.00,"@RealEliJones ya that always works #sarcasm"""
408117248969433000.00,"Tweeting your problems always solves them. #Sarcasm"""
551928876507475000.00,"Being sick is always fun! #sarcasm"""
548607169374216000.00,"@hudsonbarnes1 reorganize your iTunes library thats always fun! hahaha #sarcasm"""
415297999481229000.00,"@adrianabitch07 well duhhh! #lazytuesdays waking up is always funn!#sarcasm"""
409789405965352000.00,"@detroitsixmile """
382962719282188000.00,"We always get pens!!! #sarcasm"""
422592270118834000.00,"Getting the cops called on you is always fun &amp; then having the guy who called them apologize to you is really cool too. #funnight #sarcasm"""
391872169476890000.00,"@ohhsomerhalder I know I'm always right #sarcasm"""
411276182982627000.00,"fuck ya being put second when u put someone first is always a dec thing lol #sarcasm"""
381707925581856000.00,"Always a lovely time in the ER at 2 in the morning. Especially when it ends up being completely pointless and nothing's wrong. #sarcasm"""
405534607288074000.00,"Going to sleep feeling like you've fucked something up is always a great way to end the day. #sarcasm"""
415189184249204000.00,"our math teacher always says @NASA will come for us #sarcasm """
402433536516317000.00,"Oh boy! I've always wanted to be Microsoft Word certified! Gee I sure can't wait! #Sarcasm"""
397954918746562000.00,"@Crumps2 Always nice to have a glitch gremlin when you're trying to get things done. #Sarcasm"""
412985085693276000.00,"Plus cleaning off an older SUV when ur so short is always a blast to do a lot. #sarcasm"""
502908860899016000.00,"@StelenaAndSpoby omg don't get me started on Keegan and Patrick. They always carry those Leica cameras -.- so annoying #sarcasm"""
403399049182605000.00,"RT @Allen5224"""
404804805136486000.00,"“@cutiebooty201"""
422194289008201000.00,"you can always count on ur relatives to remind you of ur non-existent love life &amp; make you feel great about it.... #sarcasm"""
392634740664057000.00,"@Deedle_Dees Now? Haven't I always been? #sarcasm"""
383717954321260000.00,"I always feel so loved. #sarcasm"""
421391440468791000.00,"RT @MissLidiaHoran"""
386159029900165000.00,"Pop quizzes are always nice #sarcasm ????"""
392807945299570000.00,"You know what I always complain about? How heavy my iPad is. #sarcasm"""
392348479432826000.00,"I'm not that worried, I always felt that josh Mcown and Blake Costanzo should have been starters any way.#beardown #sarcasm #maybenextyear"""
406769209314930000.00,"How i adore maths homework. Differentiation is always fun. #calculusftw #sarcasm"""
381937502338039000.00,"“@GrumpyAssCat"""
380082650310279000.00,"@StevieSanjose Wow! Thanks man... I've always wanted to win some spam. #Sarcasm"""
403365313703469000.00,"Geez, my pictures in the paper are always so beautiful. #sarcasm #fml http"""
504961340877058000.00,"@cinmann1 @foxandfriends yep as if democrats are middle of road, not asked honest- #sarcasm (liberals don't always get it)"""
417407914237001000.00,"I've always liked being told I look 8 years old. #sarcasm"""
391780292844732000.00,"Thanks, I've always wanted to be treated like a Kleenex...used #sarcasm"""
409118608166354000.00,"Why is everyone in Storybrooke always picking on me. Its cause I'm Latina right? #CauseIveRedeemedMyselfSome #sarcasm"""
418131006386761000.00,"My life has always been """"spur of the moment."""" Thanks ma and daddy. #Sarcasm"""
552638617555042000.00,"It's always exciting when two players hoping to keep their place in the side are batting together. #sarcasm #AUSvIND"""
380343235463626000.00,"It's always great when you're the person standing in your way. #sarcasm"""
421770987772727000.00,". @Dymaxion @garybernhardt yes, let’s unleash the twitter mob on @netflix &amp; @w3c. That always works out well. #sarcasm"""
405219874886012000.00,"@Ezeek_16 @Its_Shan no shan can you not ? Lol jk always wanting to do the things i do ... Lol #sarcasm"""
399278604774690000.00,"It always inspires confidence when you're not allowed to board your #plane because it's experiencing mechanical issues. #sarcasm #getmehome"""
383930059951591000.00,"Always love after sending a long message simply getting ok back!!???? #sarcastic #ok??"""
390881027742126000.00,"#TBT Did I tell you where my bff and I spent our Saturday night? Always fun to wait in pain at the ER..#sarcasm #OUCH http"""
402768875181182000.00,"Woohoo I almost passed out. That always fun #sarcasm"""
547488937162584000.00,"My dad always knows the right things to say about my art #sarcasm"""
547236894853984000.00,"Last minute Christmas shopping is always awesome... #sarcasm #christmas #christmasshopping #ineedcoffee http"""
387685332587511000.00,"we always eat so healthy before volleyball #sarcasm"""
399614886956642000.00,"My mom is always in such a pleasant mood when she cleans. #sarcasm #moveoutheway"""
400832794542473000.00,"Please, keep talking. I always yawn when I am interested. #sarcastic"""
505070700613603000.00,"The SPFL there. Catering to their audience as always. #Sarcasm"""
385968104565518000.00,"It's always wonderful when your dad thinks you are an embarrassment..#sarcasm"""
395731126326931000.00,"RT @jensan1332"""
399572232869277000.00,"Ive always loved you Walters #sarcasm"""
416813912261013000.00,"@LilDirtyMcCurdy AWW you always miss me? ;) that's so nice #sarcasm"""
387173619476221000.00,"love that I can always turn to @OhHeyCraig for inspiration!! #sarcasm"""
417867711071285000.00,"No matter what the situation, Tne Big Bang Theory always makes me laugh. #hilarious #situationalcomedy #sarcasm"""
385759443453231000.00,"Ignoring people when you're mad always fixes things. #Sarcasm"""
501750129779810000.00,"Big thanks to @britttttters for spraying perfume on me. I've always wanted to smell like a female... #sarcasm"""
379751821717151000.00,"RT @IlliniBasedGod"""
545683615128883000.00,"Haha! Thanks Youtube! Always looking out. #sarcasm http"""
409403880343367000.00,"Love how you always have time and money to go out and do stuff with other people except for me #thankspal #feelingthelove #sarcasm"""
402998639431131000.00,"atta boy, Heater. Always scoring the big goals... #sarcasm #50in07"""
400496763725156000.00,"Atleast I can always fall asleep at night instead of mid-day. #sarcasm"""
389547290912112000.00,"RT @greeneggznSAM"""
386565621489487000.00,"Well, I'm supposed to be at work at 2"""
403948255714627000.00,"@realFATmedia @bobWP @jpetersen experts are always who they say they are and should never be questioned. #sarcasm"""
419583915016216000.00,"@LittleBigHHH ask any male in the world, crank is always needed #power #sarcasm"""
380893315526168000.00,"Can always count on oomf to reply ??. #sarcasm"""
390710283489931000.00,"Late night thinking Is always the best. ughh #sarcasm ????"""
413220667719299000.00,"Got the same happy @FirstCymru bus driver as we've had all week! Always welcomed with a smile #SARCASM #grumpybusdriver"""
409551904214380000.00,"See! The BCS always gets the 2 best teams for the title game. Why change it now?!? #sarcasm"""
408083440328642000.00,"@MrSwoope you've always been sick. #SeeWhatIDidThere #sarcasm"""
400794213014851000.00,"@ChuckS206 @guyro18 One thing about Heath. That fool is always around the football. #sarcasm #TampaTwo"""
380832490380087000.00,"I just love talking to my parents. It's always such a pleasant experience. #sarcasm ????"""
384556235074592000.00,"Nature always wears the colors of the spirit, -Ralph Waldo Emerson #famousquotet in the wound, #Thoughts #Quotes #Sarcasm"""
406857937978548000.00,"It's always fun to get hit on by old men.. #sarcasm"""
398551730587049000.00,"my evenings are always so jam packed... #bored #sarcasm"""
421851954118418000.00,"ah family, always getting along. #sarcasm"""
408385559183126000.00,"when i think rivalry I always think flyers and red wings #sarcasm"""
410579034347548000.00,"I see the #NYR game is going as lovely as always #sarcasm ..."""
380650470869438000.00,"Why are my mornings always so great.. lol #sarcasm"""
388426589731426000.00,"Don't you just LOVE it when u always help ur family but when you need help they can't because """"I'm across town"""" ... Yea it awesome! #Sarcasm"""
403281207091556000.00,"I love how my mom supports me and is always so proud!! #sarcasm #not"""
547380673494126000.00,"@LionelMedia 911, Iraq, bin Laden's death. Didn't you know? The OFFICIAL GOVERNMENT STORY is always true? #SARCASM https"""
397814715071463000.00,"There's a law midterm next week. Good thing I always pay attention in class. #sarcasm"""
385105192837853000.00,"I always wondered how pathetic someone could be. But now I know, cuz of you. #sarcasm #goaway #getget"""
409694157620674000.00,"“@NANAMUDDAS"""
397194043572371000.00,"@teslaariel_29 why do I always forget this. But thanks for the reminder I really needed that #sarcasm"""
408750250312998000.00,"Coming home and getting yelled at for everything.. that's always fun. #Sarcasm"""
410532113998311000.00,"@coachbmasz you have a good point...but I'm always right so I win #SeanLogic #Sarcasm #MissYou #ComebackToAdAms #TheReturn"""
418190861717876000.00,"May you always have someone around to point out your flaws. Especially when you're trying to regroup for the New Year. #Sarcasm"""
396660145062965000.00,"It's always fun never having someone to talk to ?? #sarcasm #foreveralone"""
397228102902091000.00,"Oh yeah...always a supportive girlfriend.. #sarcasm #shavethehawk http"""
403523154800156000.00,"RT @ErJugaad"""
384530876517715000.00,"Thanks I've always wanted a Hannah Montana book #sarcasm"""
543827389214904000.00,"Chillin in mah room as always"""
388029081075597000.00,"Always love seeing @tris7ann and @kevintb_ at McDonald's... #Sarcasm"""
399697360626135000.00,"I really like how Iowa State always gets the big headline and photo in the Register. #Sarcasm"""
395681810899664000.00,"@andygriff5 iv actually always wanted to go to Russia! #sarcastic #latereply"""
380045185625096000.00,"Never be ashamed of things that make you laugh because laughter is contagious and always good; even maniacal laughter #evil #bitch #sarcasm"""
417782833311399000.00,"Thank you for sending me a picture of you naked on snapchat.. What I always wanted ?? #sarcasm"""
405688514115035000.00,"RT @finnbertfan"""
416942303572283000.00,"@obses2ion damn them fighter jets! They ruin my sleep most weekends or if I'm sleeping in. Always! #perkstolivinginnorthernsuburbs #sarcasm"""
382609228906504000.00,"I love how @_Bre7 always replies to me.... #sarcasm"""
379312197341433000.00,"@JimIrsay sweet timeout...that icing the kicker always works in the #NFL. #sarcasm #clownCoachingDecision"""
398741769669865000.00,"Wow... It's always nice to feel included and have good friends around you #Sarcasm"""
379828689560539000.00,"Oh yeah, because being patient has always worked out for me #sarcasm ??"""
554345995073384000.00,"I've always said it. Clay Mathews is just as dirty a player as Suh. Trash. Refs are clearly on GB payroll. #sarcasm"""
382000355803799000.00,"RT @riahashley33"""
383586710342619000.00,"#share"""
393410404514140000.00,"The #problem with close minded people is that their mouth is always #open """
406576967446970000.00,"Got to love a bit of harassment on the street from drunk guys on a Friday night. Always puts me in a jolly good mood. #sarcasm #boring"""
382862072603619000.00,"I always wake up from the best dreams. #sarcasm"""
388799941105426000.00,"#Smackdown They've always gotta have someone annoying to start off smackdown haven't they? #Sarcasm"""
421025995978977000.00,"Heads up hammers.. There's always the 2nd leg...city are poor away from home #PositiveThinking #sarcasm"""
502826534835875000.00,"Always nice to wake up in more pain than usual. Gonna be a good day. #sarcasm #ihatewakingup"""
398579264943316000.00,"@walneygirl Yes definitely you """
417862014636400000.00,"Always great spending time with my cousin.......and her boyfriend #sarcasm #canwenot"""
421827973738553000.00,"My family is always so happy to see me when I come home #sarcasm"""
401347757497012000.00,"It's always fun calling government offices on a Friday. #sarcasm"""
421512004201766000.00,"Falling over backwards and smashing your head into the desk behind you is always fun in the middle of history class... #sarcasm"""
395711780196212000.00,"Yes because everything I JUST learned isn't right. I'm sorry your always right unlike me. #Sarcasm #StopLivingInThePast"""
392963665122447000.00,"Cuz sideways photos are always cool. #sarcasm #kimwoobin #friend2 http"""
406570240152051000.00,"Westsides always a happenin place #sarcasm"""
381218744246087000.00,"@carly_aller so glad you're always there for me Carly. #sarcasm"""
414028945885917000.00,"@PuckingHockey ya all the guys that work in the review room are always making decisions in the leafs favour! #sarcasm #cryaboutit #joke"""
503261310524874000.00,"@millsonwheeels haven't heard of that slush and yes he always is. Atleast his shirt looks cool. Lol #sarcasm"""
399958091892269000.00,"I always forget that turn signals are optional in MA. #sarcasm"""
422507975337836000.00,"RT @dennyhamlin"""
399738622858915000.00,"@BlakeKaner aww thanks Blake"""
382361926803943000.00,"@LeighanneSealey I'm always calm #Sarcasm"""
381317407887077000.00,"@jeff_maillet ... important to me and has always been one of my biggest goals in life #sarcasm"""
400124949534220000.00,"my decision making skills are just always so on point. #sarcasm"""
400861101593591000.00,"I like how the girls always make the guy look bad c x #sarcastic"""
386520495748698000.00,"@nufcfans Great to see a win! Always had faith in pardews tactics ;) #Sarcasm #ImHappy http"""
403725910131879000.00,"Comming home is always a delight... #sarcasm"""
410258720103223000.00,"RT @cheffattie"""
414397246700916000.00,"Wait a min? People are complaining on GAF? I would never expect to see that. They are always so even headed and calm on there. #Sarcasm"""
410811488983478000.00,"I always pick the best times to get sick.. #DeadWeek #Finals #Sarcasm"""
388801071185149000.00,"@AnthonyCumia why are you always talking about cats?! #sarcasm #twittervoice"""
415224265232113000.00,"Top class analysis as always from gary and Jamie #sarcasm"""
381255261966454000.00,"wow!!!!!! thats all i have to say... its fun always getting hurt #not #sarcasm"""
382801710613159000.00,"@atl058 @SenatorReid @jjauthor @McConnellPress Songbird @SenJohnMcCain’s box is always full as well. Weird right?!? #sarcasm"""
422041359915032000.00,"#dgb always reppin his school in such a good way. #sarcasm #smh"""
545899473722146000.00,"Thanks @EASPORTSFIFA. An untradeable Willy Caballero is what I've always wanted!! """
403122795162632000.00,"@KiSS925 the competition should involve #RobFord he always has something creative up his sleeves #sarcasm  #Christmas #RozandMocha"""
396092934611034000.00,"@AliaJoyH @onerebelheart @ACTilson Yes, explaining the joke always makes it better. #sarcasm  #fmfparty"""
389152889505320000.00,"@SarahJ_xxxx Ahhh Newcastle. Always full of class... #Sarcasm  ;-D"""
379384353434107000.00,"talking to your ex is always a good time.?? #sarcasm ??????"""
407297634131804000.00,"Thank you twitter for always being a distraction from my homework that needs to get done #sarcasm"""
401393763287048000.00,"@Julian_Hurst @orpdon I'm always available for freelance work. I'm very good at getting a point across! #philosophy #sarcasm #damage"""
393561220969947000.00,"Thursday nights r always disappointing #yayMe #sarcastic"""
414213140768108000.00,"Weird. Shawn was always standing up only at the end of Ten's performances and they picked then to advance. #shocked #sarcasm #Filharmonic"""
404655815845355000.00,"When pissed off at one friend, one should always ignore the ones there for you. #Sarcastic"""
389553343854440000.00,"Nothing like watching a Sox game on Fox where the announcers are always biased against us. #Sarcasm"""
398304892671909000.00,"I now announce @mootheloon spelling queen. Always spells everything perfectly. #sarcasm"""
414372183763214000.00,"This trick always works! ;) #Sarcasm http"""
392105135054155000.00,"Typeing my paper last minute is always fun ?? #yay #sarcasm"""
382634318016679000.00,"Well. Time for my 2 hour bio lab with a teacher who can't speak English and always wears the same shirt. #shouldbefun #sarcasm"""
384471568119656000.00,"I like how you always make sure to ask for my opinion in plans. #sarcasm"""
553183796720599000.00,"I'm not always #sarcastic Sometimes  I'm #sleeping"""
389999308340076000.00,"I love how in scary movies, they always have to see what's going on behind a dark corner or where someone got killed #AMCfearfest #sarcasm"""
412400668364636000.00,"I'm so glad Mr. Jones always puts up an answer key for his reviews #sarcasm"""
547840910034096000.00,"I love how im always invited to things. #sarcasm"""
395558591580884000.00,"@john_squirrel96 aren't we always happy when we're around each other? #sarcasm"""
411076277806723000.00,"Wide awake at 4 in the morning is always fun! #sarcastic"""
380637044227059000.00,"Don't you hate them """"early morning tweeters""""??? Always having somethin POSITIVE to say? Who are they, to be tryin to inspire you?!? #Sarcasm"""
396705663381819000.00,"Whenever I start drinking at noon good things always happen. #sarcasm #welostsamm #takemyjackettoo"""
402409202192482000.00,"Always a nice feeling to have your birthday on a monday. #goodfeeling #sarcasm"""
395947798710857000.00,"I always said I wanted a job that allowed me to travel and see some amazing places in this country..off to Lethbridge I go #sarcasm"""
505117372370259000.00,"Always fun to need to shout """"Xbox, ON!"""" about 5-6 times before my @Xbox One actually turns on #sarcasm #fivehundreddollarpieceofshit"""
394674153456168000.00,"RT @MrScottEddy"""
404254552699850000.00,"I love how my """"best friends"""" will always leave me behind when something better comes along #thanks #sarcasm"""
419286365780860000.00,"The always welcome commercial after kickoff #DiscoverOrangeBowl #sarcasm"""
380027886150762000.00,"Well, I didn't fail the quiz, so that's good. It's always fun getting back into the swing of things after vacation. #not #sarcasm"""
421680466647732000.00,"@fxnscitech @FoxNews Great.... just what I've always wanted... #sarcasm"""
394063594759135000.00,"shout out to that random mention I get which always has a naked lady on it. Its like early birthday presents. #sarcasm #seriouslystop"""
414313369131548000.00,"An argument is always a good start to the day…. #sarcasm #chillmother …not even had my tea yet"""
401046611154833000.00,"its always wonderful to know who your real friends are... #sarcasm"""
381034739508842000.00,"Always a good day at WHS. #Sarcasm."""
388281572434391000.00,"I love the fact that I'm always at hospital means I do things people get called for. #sarcasm"""
394129121438994000.00,"Yay for always getting treated like a little kid """
414147158237917000.00,"My favorite part about making any type of art is that I always hate it a month after I make it. """
416492853712674000.00,"@powuhass you're always so charming aren't you #sarcasm"""
388783254079569000.00,"I always get to sit next to the loveliest people on the bus ???? #sarcasm"""
422689411659091000.00,"Four hours of sleep is always refreshing #sarcasm"""
395729415839428000.00,"Men aren't you happier with your new insurance now u have maternity care what u always wanted. #sarcasm #Obamacare"""
402285905404100000.00,"It's always nice to be a part of family events, especially important ones. Really makes me feel special being included. """
395404851665850000.00,"I've seen """"The Avengers"""" like 30 times &amp; every time I watch it I always wonder if Loki is going to beat them... #anticipation #sarcasm"""
409751105677959000.00,"I can't wait for my birthday! It's always boring ?? #sarcasm"""
417821468098310000.00,"RT @Jacoblovesnicki"""
386979667414364000.00,"It's always good to let your top talent go and replace them with injury ridden inferior talent.  Good job @Patriots  #sarcasm"""
402643728705531000.00,"its always dead fun been awake at 3.45am...#Sarcasm"""
411154898664050000.00,"@alex_pecorari it's true I've always wanted to be an actor/politician ?????? #sarcasm #youmeanbodybuilding"""
397879059545206000.00,"I would like to thank #oomf for always being there for me #sarcasm"""
410780181595701000.00,"Always love a class of guys who do nothing but talk about sports #substitutetweets #sarcasm"""
419240120781246000.00,"it's always fun when your 2 yr old nephew pees on you.."""
413816698790502000.00,"Always a joy hanging out with @EllieWalz13 #sarcasm"""
380854658232623000.00,"I always LOVE being informed. #sarcasm"""
405889850928529000.00,"@MikeVick @alleniverson thanks, mike. Insightful as always #sarcasm"""
405610778369077000.00,"RT @Desi_ria"""
409474995208060000.00,"At Bahama breeze! I always get a chill in there. I don't know why lol #sarcasm #joking #hope #you #get #it"""
385121673378545000.00,"RT @micheletitolo"""
394528254507622000.00,"@ariesspears that beat down is always waiting when they come back #sarcasm"""
