sarcasm,@haldonahue but more guns is always the solution to stopping gun violence. Everyone should be armed and no one ever gets hurt. #Sarcasm,,
sarcasm,@RobynHaston well fuck a duck! Catching feelings is always fun! #sarcasm,,
sarcasm,Totaly...I think that @LittleMixOffic will always ignore me...Its great #Sarcasm,,
sarcasm,MTA always comes through in the clutch ,,
sarcasm,You know I always love the days when major plot aspects are spoiled for me. Today it was How I Met Your Mother. Woot. #sarcasm,,
sarcasm,@charles052090 @CassandraRules sucks the gov is shut down.We need to get these in people ASAP! The gov is always lookin out for us! #sarcasm,,
sarcasm,@lexusstaylorr then don't hit that certain nerve haha...go on youtube. They always do it right!  #sarcasm,,
sarcasm,Great basketball IQ by Bargnani as always #sarcasm,,
sarcasm,FairPlay always nice weather here in the garw valley!!!!! #sarcasm,,
sarcasm,"Yayy, a flooded kitchen is always fun #Sarcasm",,
sarcasm,"@morgan_dake yeah because my hair always looks so great right after a game, right? #Sarcasm",,
sarcasm,Fighting about exes is always a great feeling ?? #Sarcasm,,
sarcasm,I love how whenever you need me I'm always there but when I need you it's a different story #Thanks #Sarcasm,,
sarcasm,#NameYourWillyAfterAHurler Donal Og Cuzack... Always getting behind the lads #Sarcasm,,
sarcasm,I just love how you always ignore me now. Like I'm not even there! #sarcasm,,
sarcasm,Having low blood pressure is always fun! I just love having dizzy spells! #sarcasm #saveme,,
sarcasm,Why do I always look so freakin cute when I got to the gym?! #lol #sarcasm,,
sarcasm,@KendylElliott I always hate missing the day when the prof passes out the syllabus and dismisses and hour early.  #suchabummer #sarcastic ,,
sarcasm,Shopping last minute is always such fun. #sarcasm #whydidntwedothissooner,,
sarcasm,wow im glad i met you! you always make me feel so included so thank you so much! #sarcasm ????,,
sarcasm,Good thing I love always running on little sleep. #sarcasm,,
sarcasm,"the turn up is gonna be real tonight, gonna get fucked up yall, like always! #turnup #kikme #lfl #drunk #420 #blazeit #newyearnewme #sarcasm",,
sarcasm,@JOAQUINSEDILLO @CraigSAAVEDRA Don't forget sleeves ad collar. Ironing shirts is ALWAYS the best part of the day. #sarcasm #rebelironer,,
sarcasm,I always look forward to seeing Mr. Lemieux ever morning. ?? #sarcasm,,
sarcasm,Always great when your drunk mother and father come home at 04.33 and wake you up when you're up at 5 for work. #justlovely #sarcasm,,
sarcasm,It's always nice when your own family makes u feel like nothing..especially on New Years..YAY! #sarcasm #mylife,,
sarcasm,@MaverickFlex Well I could always  watch my knicks..... #sarcasm,,
sarcasm,"@TFCGooner @PaulBGee @adamwagner Always wanna be like Sam. Talk tough on pitch, get a yellow. #sarcasm",,
sarcasm,@gordon2017 I mean it's not like you really have a choice here. I'm the queen and I always get what I want. #sarcasm #imtheuglystepchild,,
sarcasm,It's always fun when it takes 4 hours to determine plans .... #sarcasm #fun,,
sarcasm,Always pack for trips at 3 in the morning the day you are leaving. It helps you remember what you forgot. #lizslifeadvice #sarcasm,,
sarcasm,Thanks for answering me. I know i can always count on you. #sarcasm,,
sarcasm,@morganblock10 is always so photogenic #sarcasm http,,
sarcasm,traffic after class is always a welcome sight #sarcasm #commuterproblems http,,
sarcasm,Always nice when people you thought were your friends are talking sh!t behind your back. #loveyoutoo #sarcasm,,
sarcasm,Nice and Mature as always. #sarcasm,,
sarcasm,@PhillipAdams_1 I would expect nothing less from the always vigilant Mr Cheney. #sarcasm #howlowcanchaneygo,,
sarcasm,"@thewisconsinner Yup and that's def my favorite sport lol #sarcasm,  I really have low-key always wanted to play that tho",,
sarcasm,Whitewater always smells so nice #sarcasm,,
sarcasm,"@jesssnaith @TomWadham Sounds good! I'll be Ron, I've always wanted to be a ginger. #sarcasm #bunddat",,
sarcasm,I absolutely adore how my neighbors always bring their crying newborn or temper tantrum throwing toddler outside... #sarcasm #itsSaturday,,
sarcasm,@AdamBaldwin always reliable intelligence. #sarcasm,,
sarcasm,mother nature has impeccable timing as always #finalsweek #really #sarcasm,,
sarcasm,People always ask me when I go to the city why I go. I gotta buy some damn cat food for my imaginary cat ! #shopping #sarcasm #seriouslytho,,
sarcasm,Unloading semi's in a skirt is always fun. #sarcasm,,
sarcasm,@mink_kardashian but Sam!!! They finally got their equal representation they've always needed on television!!!!!!!!!!!!! #sarcasm,,
sarcasm,"I love searching for awards tickets on @Delta.com! The website always works, and I always find low mileage tix!! #sarcasm",,
sarcasm,@ali_brooke_ always has the best comebacks #sarcasm,,
sarcasm,It's always heartwarming to see guys liking other girls pictures but not their own girlfriends #truelove #aww #sarcasm,,
sarcasm,always nice to wake up to a cute text #sarcasm #prick,,
sarcasm,"Lmfao wow that was nice. And cute. Everything always ends wrong, I love it! #Sarcasm ????",,
sarcasm,Doctors is always a pleasure #sarcasm,,
sarcasm,"@MorgannPaulding ik I'm always wrong , you're always right Morgann #sarcasm",,
sarcasm,"I wasn't always this sarcastic, it took years of dealing with assholes to become this good at it &lt;3 #sarcasm #suckit #whatwhat",,
sarcasm,Awesome. The Val-Morgan preshow. I always look forward to that when in a cinema. #sarcasm,,
sarcasm,You're truly always there for me bestfriend #sarcasm,,
sarcasm,I'm always lucky when it comes to timezones lol. #sarcasm,,
sarcasm,I love it when oomf always answers when I text them #sarcasm,,
sarcasm,Appreciate the 8,,
sarcasm,Florida bound a joy as always #sarcasm,,
sarcasm,@JayGlazer @MikelSevere He's got his dress shirt untucked.  What a shock. He's always given the impression of being a class act.  #sarcasm,,
sarcasm,@TaylorEspo @NicKlein You're cheating. Get back out those rulers and ellipses #sarcasm. Whatever the artist enjoys is always the best way.,,
sarcasm,Always nice talkin to ya pops #sarcasm,,
sarcasm,It's always a good night when the next day you have two tests #sarcasm,,
sarcasm,"@I_James_Bennett @geekstarter Yes, because we Americans always do everything the correct way. #Murica! #sarcasm",,
sarcasm,Just getting to talk to the famous @SethDriggers!!! Always love to hear from him! Can't wait for our roaaaadddd trrriiippp! #Sarcasm #LuhYew,,
sarcasm,@TrueReb89 Glad you cleared that up! I always wondered if my mama was really a dude! #sarcasm,,
sarcasm,I can't take compliments well. It's always awkward.,,
sarcasm,Always lovely when the coyotes bark all night #lol #no #jk #sarcasm #goodnight,,
sarcasm,Knocking my ankle in bed is always comfortable. #sarcastic #brokenagain,,
sarcasm,Sydney just came in the house to let me know my 17 y/o boyfriend is here. Always looking out for mom. #sarcasm,,
sarcasm,Court is always fun. #sarcasm,,
sarcasm,Always hate to see ohio state lose. #sarcasm,,
sarcasm,Thanksgiving always brings out the bright sides of my family #sarcasm,,
sarcasm,Conversations with the one you love are always #priceless #hilarious #sarcastic #actuallykindofmean #truthhurts #tweetable @SassafrassSam,,
sarcasm,"I'm always inspired by the creativity of the cheer, ""Go Pack Go"" #Sarcasm",,
sarcasm,@RealEliJones ya that always works #sarcasm,,
sarcasm,Tweeting your problems always solves them. #Sarcasm,,
sarcasm,Being sick is always fun! #sarcasm,,
sarcasm,@hudsonbarnes1 reorganize your iTunes library thats always fun! hahaha #sarcasm,,
sarcasm,@adrianabitch07 well duhhh! #lazytuesdays waking up is always funn!#sarcasm,,
sarcasm,We always get pens!!! #sarcasm,,
sarcasm,Getting the cops called on you is always fun &amp; then having the guy who called them apologize to you is really cool too. #funnight #sarcasm,,
sarcasm,@ohhsomerhalder I know I'm always right #sarcasm,,
sarcasm,fuck ya being put second when u put someone first is always a dec thing lol #sarcasm,,
sarcasm,Always a lovely time in the ER at 2 in the morning. Especially when it ends up being completely pointless and nothing's wrong. #sarcasm,,
sarcasm,Going to sleep feeling like you've fucked something up is always a great way to end the day. #sarcasm,,
sarcasm,our math teacher always says @NASA will come for us #sarcasm ,,
sarcasm,Oh boy! I've always wanted to be Microsoft Word certified! Gee I sure can't wait! #Sarcasm,,
sarcasm,@Crumps2 Always nice to have a glitch gremlin when you're trying to get things done. #Sarcasm,,
sarcasm,Plus cleaning off an older SUV when ur so short is always a blast to do a lot. #sarcasm,,
sarcasm,omg don't get me started on Keegan and Patrick. They always carry those Leica cameras .so annoying #sarcasm,,
sarcasm,you can always count on ur relatives to remind you of ur non-existent love life &amp; make you feel great about it.... #sarcasm,,
sarcasm,@Deedle_Dees Now? Haven't I always been? #sarcasm,,
sarcasm,I always feel so loved. #sarcasm,,
sarcasm,Pop quizzes are always nice #sarcasm ????,,
sarcasm,You know what I always complain about? How heavy my iPad is. #sarcasm,,
sarcasm,"I'm not that worried, I always felt that josh Mcown and Blake Costanzo should have been starters any way.#beardown #sarcasm #maybenextyear",,
sarcasm,How i adore maths homework. Differentiation is always fun. #calculusftw #sarcasm,,
sarcasm,@StevieSanjose Wow! Thanks man... I've always wanted to win some spam. #Sarcasm,,
sarcasm,"Geez, my pictures in the paper are always so beautiful. #sarcasm #fml http",,
sarcasm,"@cinmann1 @foxandfriends yep as if democrats are middle of road, not asked honest- #sarcasm (liberals don't always get it)",,
sarcasm,I've always liked being told I look 8 years old. #sarcasm,,
sarcasm,"Thanks, I've always wanted to be treated like a Kleenex...used #sarcasm",,
sarcasm,Why is everyone in Storybrooke always picking on me. Its cause I'm Latina right? #CauseIveRedeemedMyselfSome #sarcasm,,
sarcasm,"My life has always been ""spur of the moment."" Thanks ma and daddy. #Sarcasm",,
sarcasm,It's always exciting when two players hoping to keep their place in the side are batting together. #sarcasm #AUSvIND,,
sarcasm,It's always great when you're the person standing in your way. #sarcasm,,
sarcasm,". @Dymaxion @garybernhardt yes, let's unleash the twitter mob on @netflix &amp; @w3c. That always works out well. #sarcasm",,
sarcasm,@Ezeek_16 @Its_Shan no shan can you not ? Lol jk always wanting to do the things i do ... Lol #sarcasm,,
sarcasm,It always inspires confidence when you're not allowed to board your #plane because it's experiencing mechanical issues. #sarcasm #getmehome,,
sarcasm,Always love after sending a long message simply getting ok back!!???? #sarcastic #ok??,,
sarcasm,#TBT Did I tell you where my bff and I spent our Saturday night? Always fun to wait in pain at the ER..#sarcasm #OUCH http,,
sarcasm,Woohoo I almost passed out. That always fun #sarcasm,,
sarcasm,My dad always knows the right things to say about my art #sarcasm,,
sarcasm,Last minute Christmas shopping is always awesome... #sarcasm #christmas #christmasshopping #ineedcoffee http,,
sarcasm,we always eat so healthy before volleyball #sarcasm,,
sarcasm,My mom is always in such a pleasant mood when she cleans. #sarcasm #moveoutheway,,
sarcasm,"Please, keep talking. I always yawn when I am interested. #sarcastic",,
sarcasm,The SPFL there. Catering to their audience as always. #Sarcasm,,
sarcasm,It's always wonderful when your dad thinks you are an embarrassment..#sarcasm,,
sarcasm,Ive always loved you Walters #sarcasm,,
sarcasm,@LilDirtyMcCurdy AWW you always miss me? ;) that's so nice #sarcasm,,
sarcasm,love that I can always turn to @OhHeyCraig for inspiration!! #sarcasm,,
sarcasm,"No matter what the situation, Tne Big Bang Theory always makes me laugh. #hilarious #situationalcomedy #sarcasm",,
sarcasm,Ignoring people when you're mad always fixes things. #Sarcasm,,
sarcasm,Big thanks to @britttttters for spraying perfume on me. I've always wanted to smell like a female... #sarcasm,,
sarcasm,Haha! Thanks Youtube! Always looking out. #sarcasm http,,
sarcasm,Love how you always have time and money to go out and do stuff with other people except for me #thankspal #feelingthelove #sarcasm,,
sarcasm,atta boy Heater. Always scoring the big goals... #sarcasm #50in07,,
sarcasm,Atleast I can always fall asleep at night instead of mid-day. #sarcasm,,
sarcasm,"Well, I'm supposed to be at work at 2",,
sarcasm,@realFATmedia @bobWP @jpetersen experts are always who they say they are and should never be questioned. #sarcasm,,
sarcasm,"@LittleBigHHH ask any male in the world, crank is always needed #power #sarcasm",,
sarcasm,Can always count on oomf to reply ??. #sarcasm,,
sarcasm,Late night thinking Is always the best. ughh #sarcasm ????,,
sarcasm,Got the same happy @FirstCymru bus driver as we've had all week! Always welcomed with a smile #SARCASM #grumpybusdriver,,
sarcasm,See! The BCS always gets the 2 best teams for the title game. Why change it now?!? #sarcasm,,
sarcasm,@MrSwoope you've always been sick. #SeeWhatIDidThere #sarcasm,,
sarcasm,@ChuckS206 @guyro18 One thing about Heath. That fool is always around the football. #sarcasm #TampaTwo,,
sarcasm,I just love talking to my parents. It's always such a pleasant experience. #sarcasm ????,,
sarcasm,"Nature always wears the colors of the spirit, -Ralph Waldo Emerson #famousquotet in the wound, #Thoughts #Quotes #Sarcasm",,
sarcasm,It's always fun to get hit on by old men.. #sarcasm,,
sarcasm,my evenings are always so jam packed... #bored #sarcasm,,
sarcasm,ah family always getting along. #sarcasm,,
sarcasm,when i think rivalry I always think flyers and red wings #sarcasm,,
sarcasm,I see the #NYR game is going as lovely as always #sarcasm ...,,
sarcasm,Why are my mornings always so great.. lol #sarcasm,,
sarcasm,"Don't you just LOVE it when u always help ur family but when you need help they can't because ""I'm across town"" ... Yea it awesome! #Sarcasm",,
sarcasm,I love how my mom supports me and is always so proud!! #sarcasm #not,,
sarcasm,@LionelMedia 911 Iraq bin Laden's death. Didn't you know? The OFFICIAL GOVERNMENT STORY is always true? #SARCASM https,,
sarcasm,There's a law midterm next week. Good thing I always pay attention in class. #sarcasm,,
sarcasm,"I always wondered how pathetic someone could be. But now I know, cuz of you. #sarcasm #goaway #getget",,
sarcasm,@teslaariel_29 why do I always forget this. But thanks for the reminder I really needed that #sarcasm,,
sarcasm,Coming home and getting yelled at for everything.. that's always fun. #Sarcasm,,
sarcasm,@coachbmasz you have a good point...but I'm always right so I win #SeanLogic #Sarcasm #MissYou #ComebackToAdAms #TheReturn,,
sarcasm,May you always have someone around to point out your flaws. Especially when you're trying to regroup for the New Year. #Sarcasm,,
sarcasm,It's always fun never having someone to talk to ?? #sarcasm #foreveralone,,
sarcasm,Oh yeah...always a supportive girlfriend.. #sarcasm #shavethehawk http,,
sarcasm,Thanks I've always wanted a Hannah Montana book #sarcasm,,
sarcasm,Chillin in mah room as always,,
sarcasm,Always love seeing @tris7ann and @kevintb_ at McDonald's... #Sarcasm,,
sarcasm,I really like how Iowa State always gets the big headline and photo in the Register. #Sarcasm,,
sarcasm,@andygriff5 iv actually always wanted to go to Russia! #sarcastic #latereply,,
sarcasm,Never be ashamed of things that make you laugh because laughter is contagious and always good; even maniacal laughter #evil #bitch #sarcasm,,
sarcasm,Thank you for sending me a picture of you naked on snapchat.. What I always wanted ?? #sarcasm,,
sarcasm,@obses2ion damn them fighter jets! They ruin my sleep most weekends or if I'm sleeping in. Always! #perkstolivinginnorthernsuburbs #sarcasm,,
sarcasm,I love how @_Bre7 always replies to me.... #sarcasm,,
sarcasm,@JimIrsay sweet timeout...that icing the kicker always works in the #NFL. #sarcasm #clownCoachingDecision,,
sarcasm,Wow... It's always nice to feel included and have good friends around you #Sarcasm,,
sarcasm,Oh yeah because being patient has always worked out for me #sarcasm ??,,
sarcasm,I've always said it. Clay Mathews is just as dirty a player as Suh. Trash. Refs are clearly on GB payroll. #sarcasm,,
sarcasm,#share,,
sarcasm,The #problem with close minded people is that their mouth is always #open ,,
sarcasm,Got to love a bit of harassment on the street from drunk guys on a Friday night. Always puts me in a jolly good mood. #sarcasm #boring,,
sarcasm,I always wake up from the best dreams. #sarcasm,,
sarcasm,#Smackdown They've always gotta have someone annoying to start off smackdown haven't they? #Sarcasm,,
sarcasm,Heads up hammers.. There's always the 2nd leg...city are poor away from home #PositiveThinking #sarcasm,,
sarcasm,Always nice to wake up in more pain than usual. Gonna be a good day. #sarcasm #ihatewakingup,,
sarcasm,@walneygirl Yes definitely you ,,
sarcasm,Always great spending time with my cousin.......and her boyfriend #sarcasm #canwenot,,
sarcasm,My family is always so happy to see me when I come home #sarcasm,,
sarcasm,It's always fun calling government offices on a Friday. #sarcasm,,
sarcasm,Falling over backwards and smashing your head into the desk behind you is always fun in the middle of history class... #sarcasm,,
sarcasm,Yes because everything I JUST learned isn't right. I'm sorry your always right unlike me. #Sarcasm #StopLivingInThePast,,
sarcasm,Cuz sideways photos are always cool. #sarcasm #kimwoobin #friend2 http,,
sarcasm,Westsides always a happenin place #sarcasm,,
sarcasm,@carly_aller so glad you're always there for me Carly. #sarcasm,,
sarcasm,@PuckingHockey ya all the guys that work in the review room are always making decisions in the leafs favour! #sarcasm #cryaboutit #joke,,
sarcasm,@millsonwheeels haven't heard of that slush and yes he always is. Atleast his shirt looks cool. Lol #sarcasm,,
sarcasm,I always forget that turn signals are optional in MA. #sarcasm,,
sarcasm,@BlakeKaner aww thanks Blake,,
sarcasm,@LeighanneSealey I'm always calm #Sarcasm,,
sarcasm,@jeff_maillet ... important to me and has always been one of my biggest goals in life #sarcasm,,
sarcasm,my decision making skills are just always so on point. #sarcasm,,
sarcasm,I like how the girls always make the guy look bad c x #sarcastic,,
sarcasm,@nufcfans Great to see a win! Always had faith in pardews tactics ;) #Sarcasm #ImHappy http,,
sarcasm,Comming home is always a delight... #sarcasm,,
sarcasm,Wait a min? People are complaining on GAF? I would never expect to see that. They are always so even headed and calm on there. #Sarcasm,,
sarcasm,I always pick the best times to get sick.. #DeadWeek #Finals #Sarcasm,,
sarcasm,@AnthonyCumia why are you always talking about cats?! #sarcasm #twittervoice,,
sarcasm,Top class analysis as always from gary and Jamie #sarcasm,,
sarcasm,wow!!!!!! thats all i have to say... its fun always getting hurt #not #sarcasm,,
sarcasm,box is always full as well. Weird right?!? #sarcasm,,
sarcasm,#dgb always reppin his school in such a good way. #sarcasm #smh,,
sarcasm,Thanks @EASPORTSFIFA. An untradeable Willy Caballero is what I've always wanted!! ,,
sarcasm,@KiSS925 the competition should involve #RobFord he always has something creative up his sleeves #sarcasm  #Christmas #RozandMocha,,
sarcasm,"@AliaJoyH @onerebelheart @ACTilson Yes, explaining the joke always makes it better. #sarcasm  #fmfparty",,
sarcasm,@SarahJ_xxxx Ahhh Newcastle. Always full of class... #Sarcasm  ;-D,,
sarcasm,talking to your ex is always a good time.?? #sarcasm ??????,,
sarcasm,Thank you twitter for always being a distraction from my homework that needs to get done #sarcasm,,
sarcasm,@Julian_Hurst @orpdon I'm always available for freelance work. I'm very good at getting a point across! #philosophy #sarcasm #damage,,
sarcasm,Thursday nights r always disappointing #yayMe #sarcastic,,
sarcasm,Weird. Shawn was always standing up only at the end of Ten's performances and they picked then to advance. #shocked #sarcasm #Filharmonic,,
sarcasm,"When pissed off at one friend, one should always ignore the ones there for you. #Sarcastic",,
sarcasm,Nothing like watching a Sox game on Fox where the announcers are always biased against us. #Sarcasm,,
sarcasm,I now announce @mootheloon spelling queen. Always spells everything perfectly. #sarcasm,,
sarcasm,This trick always works! ;) #Sarcasm http,,
sarcasm,Typeing my paper last minute is always fun ?? #yay #sarcasm,,
sarcasm,Well. Time for my 2 hour bio lab with a teacher who can't speak English and always wears the same shirt. #shouldbefun #sarcasm,,
sarcasm,I like how you always make sure to ask for my opinion in plans. #sarcasm,,
sarcasm,I'm not always #sarcastic Sometimes  I'm #sleeping,,
sarcasm,"I love how in scary movies, they always have to see what's going on behind a dark corner or where someone got killed #AMCfearfest #sarcasm",,
sarcasm,I'm so glad Mr. Jones always puts up an answer key for his reviews #sarcasm,,
sarcasm,I love how im always invited to things. #sarcasm,,
sarcasm,@john_squirrel96 aren't we always happy when we're around each other? #sarcasm,,
sarcasm,Wide awake at 4 in the morning is always fun! #sarcastic,,
sarcasm,"Don't you hate them ""early morning tweeters""??? Always having somethin POSITIVE to say? Who are they, to be tryin to inspire you?!? #Sarcasm",,
sarcasm,Whenever I start drinking at noon good things always happen. #sarcasm #welostsamm #takemyjackettoo,,
sarcasm,Always a nice feeling to have your birthday on a monday. #goodfeeling #sarcasm,,
sarcasm,I always said I wanted a job that allowed me to travel and see some amazing places in this country..off to Lethbridge I go #sarcasm,,
sarcasm,"Always fun to need to shout ""Xbox, ON!"" about 5-6 times before my @Xbox One actually turns on #sarcasm #fivehundreddollarpieceofshit",,
sarcasm,"I love how my ""best friends"" will always leave me behind when something better comes along #thanks #sarcasm",,
sarcasm,The always welcome commercial after kickoff #DiscoverOrangeBowl #sarcasm,,
sarcasm,"Well, I didn't fail the quiz, so that's good. It's always fun getting back into the swing of things after vacation. #not #sarcasm",,
sarcasm,@fxnscitech @FoxNews Great.... just what I've always wanted... #sarcasm,,
sarcasm,shout out to that random mention I get which always has a naked lady on it. Its like early birthday presents. #sarcasm #seriouslystop,,
sarcasm,An argument is always a good start to the day. #sarcasm #chillmother. not even had my tea yet,,
sarcasm,its always wonderful to know who your real friends are. #sarcasm,,
sarcasm,Always a good day at WHS. #Sarcasm.,,
sarcasm,I love the fact that I'm always at hospital means I do things people get called for. #sarcasm,,
sarcasm,Yay for always getting treated like a little kid ,,
sarcasm,My favorite part about making any type of art is that I always hate it a month after I make it. ,,
sarcasm,@powuhass you're always so charming aren't you #sarcasm,,
sarcasm,I always get to sit next to the loveliest people on the bus ???? #sarcasm,,
sarcasm,Four hours of sleep is always refreshing #sarcasm,,
sarcasm,Men aren't you happier with your new insurance now u have maternity care what u always wanted. #sarcasm #Obamacare,,
sarcasm,"It's always nice to be a part of family events, especially important ones. Really makes me feel special being included. ",,
sarcasm,"I've seen ""The Avengers"" like 30 times &amp; every time I watch it I always wonder if Loki is going to beat them... #anticipation #sarcasm",,
sarcasm,I can't wait for my birthday! It's always boring ?? #sarcasm,,
sarcasm,It's always good to let your top talent go and replace them with injury ridden inferior talent.  Good job @Patriots  #sarcasm,,
sarcasm,its always dead fun been awake at 3.45am.#Sarcasm,,
sarcasm,@alex_pecorari it's true I've always wanted to be an actor/politician ?????? #sarcasm #youmeanbodybuilding,,
sarcasm,I would like to thank #oomf for always being there for me #sarcasm,,
sarcasm,Always love a class of guys who do nothing but talk about sports #substitutetweets #sarcasm,,
sarcasm,it's always fun when your 2 yr old nephew pees on you.,,
sarcasm,Always a joy hanging out with @EllieWalz13 #sarcasm,,
sarcasm,I always LOVE being informed. #sarcasm,,
sarcasm,"@MikeVick @alleniverson thanks, mike. Insightful as always #sarcasm",,
sarcasm,At Bahama breeze! I always get a chill in there. I don't know why lol #sarcasm #joking #hope #you #get #it,,
sarcasm,@ariesspears that beat down is always waiting when they come back #sarcasm,,
sarcasm,Coughing up mucus for like a week straight is always fun #sarcastic #TMI,,
sarcasm,It's always great to get your hopes up.. #Sarcasm,,
sarcasm,My mom is always so enthused when I call her-_- #sarcasm,,
sarcasm,@tugfah1,,
sarcasm,"Great way to start off your shift when your manager says ""you always look so happy"" #sarcasm #radbrad",,
sarcasm,I always love getting up early on Saturdays to teach boy scouts #sarcasm #INeedSleep #Ugh  #BedIsWaiting #Snore,,
sarcasm,Its a good thing my final is literally all the way across campus today because I always wanted to walk StonyBrook during a blizzard #sarcasm,,
sarcasm,"Ahhh, traffic in Montreal is always a delight #Sarcasm #ItsTooHotForThisShit",,
sarcasm,Is that your costume or do you always dress like that? #sarcasm #sarcastic #funny #lol #mean #rude,,
sarcasm,"You always know you are going to have a good day when you put your shirt on backwards, let's do this today!!! #Sarcasm",,
sarcasm,"#StrongPeople are always a little rough, vulgar, #sarcastic, and love to #smile a lot.))))",,
sarcasm,"oh, the sarcasm, always present. ",,
sarcasm,I love how people feel the need to cuss at me and Sarah because you know we always cuss at everyone all the time #sarcasm,,
sarcasm,The Browns will forever and always suck. I love that. I can't wait to hear all Cleveland fans complain about him now too. #sarcasm,,
sarcasm,@kadler8 really? I've always thought he seemed humble and gracious. #sarcasm? #yes,,
sarcasm,Taking drugs to figure out your life... Survival of the fittest at its finest folks! Drugs are always the answer. Do drugs! #sarcasm ??,,
sarcasm,@michaelianblack I always knew you were a corporate shill!! #Sarcasm,,
sarcasm,I love the organization around here. It's always so put together &amp; I feel like I know exactly what's going on everyday. #Sarcasm,,
sarcasm,@MPearlo Michael @owen_bush80 is right he always is &amp; he is totally unbiased in his views on all things Chelsea #fact #sarcasm #nomoutears,,
sarcasm,@stevelepore Milbury always the intelligent voice of reason #Sarcasm,,
sarcasm,Pro active people will always think this way,,
sarcasm,Waking up to the sounds of crazy cows in the distance is always fun #sarcasm #GibbstownLaaaad,,
sarcasm,I love how Romo always manages to throw an interception at the end of the game ?????? #yourock #sarcasm,,
sarcasm,JT doesn't fit the image of England captain. Rooney on the other hand is squeaky clean and has Always performed at international. #sarcasm,,
sarcasm,@LittleSargie23 Yeah Florida Georgia Line with Nelly always gets me too. #sarcasm,,
sarcasm,@morningstream wait...... you all are podfading??? Why am I always the last to know?? #sarcasm #getwellBrian,,
sarcasm,I love how @0hhjay always notifies me of plans on time #not #sarcasm,,
sarcasm,@kmacisco thanks girl always count on you to post an attractive picture of me ;P #sarcasm,,
sarcasm,I can dish it out but I don't always like it... #sarcasm,,
sarcasm,Mitch always picks the cutest photos of me for women crush Wednesday ,,
sarcasm,"I love those people who claim to be there for you when you need them, but somehow always make everything you say about themselves. #sarcasm",,
sarcasm,Waking up at 4 am from the best sleep ever is what I always wanted. #Sarcasm,,
sarcasm,@JoeMiegoc of course. Always do. They are never wrong. #sarcasm,,
sarcasm,Glad to know we haven't said one word to each other today ha that's always a positive...#sarcasm,,
sarcasm,Running away from your problems is always a good option. #sarcasm,,
sarcasm,I always love it when a guy feels comfortable enough to fart around me. #Sarcasm,,
sarcasm,@mrnicknoble thanks Nick...I can always count on you to be supportive. #sarcasm,,
sarcasm,@ryenarussillo Always hilarious to see the responses from people who think you're serious #sarcasm,,
sarcasm,lets go @DenverBroncos!!! I always gotta cheer for the underdog y'know! ,,
sarcasm,@EatRainbowPussy I hear that a lot. But it always sounds best coming from you #Sarcasm   ?  ?,,
sarcasm,Always fun meeting a sister's new boyfriend. #Sarcasm,,
sarcasm,Twitter - you're always there for me #MentionSomeoneYoureThankfulFor #Sarcasm,,
sarcasm,When the luggage belt stops is always a good sign... #sarcasm,,
