omg don't get me started on Keegan and Patrick. They always carry those Leica cameras .so annoying #sarcasm,5.03E+17,
you can always count on ur relatives to remind you of ur non-existent love life &amp; make you feel great about it.... #sarcasm,4.22E+17,
@Deedle_Dees Now? Haven't I always been? #sarcasm,3.93E+17,
I always feel so loved. #sarcasm,3.84E+17,
Pop quizzes are always nice #sarcasm ????,3.86E+17,
You know what I always complain about? How heavy my iPad is. #sarcasm,3.93E+17,
"I'm not that worried, I always felt that josh Mcown and Blake Costanzo should have been starters any way.#beardown #sarcasm #maybenextyear",3.92E+17,
How i adore maths homework. Differentiation is always fun. #calculusftw #sarcasm,4.07E+17,
@StevieSanjose Wow! Thanks man... I've always wanted to win some spam. #Sarcasm,3.80E+17,
"Geez, my pictures in the paper are always so beautiful. #sarcasm #fml http",4.03E+17,
"@cinmann1 @foxandfriends yep as if democrats are middle of road, not asked honest- #sarcasm (liberals don't always get it)",5.05E+17,
I've always liked being told I look 8 years old. #sarcasm,4.17E+17,
"Thanks, I've always wanted to be treated like a Kleenex...used #sarcasm",3.92E+17,
Why is everyone in Storybrooke always picking on me. Its cause I'm Latina right? #CauseIveRedeemedMyselfSome #sarcasm,4.09E+17,
"My life has always been ""spur of the moment."" Thanks ma and daddy. #Sarcasm",4.18E+17,
It's always exciting when two players hoping to keep their place in the side are batting together. #sarcasm #AUSvIND,5.53E+17,
It's always great when you're the person standing in your way. #sarcasm,3.80E+17,
". @Dymaxion @garybernhardt yes, let's unleash the twitter mob on @netflix &amp; @w3c. That always works out well. #sarcasm",4.22E+17,
@Ezeek_16 @Its_Shan no shan can you not ? Lol jk always wanting to do the things i do ... Lol #sarcasm,4.05E+17,
It always inspires confidence when you're not allowed to board your #plane because it's experiencing mechanical issues. #sarcasm #getmehome,3.99E+17,
Always love after sending a long message simply getting ok back!!???? #sarcastic #ok??,3.84E+17,
#TBT Did I tell you where my bff and I spent our Saturday night? Always fun to wait in pain at the ER..#sarcasm #OUCH http,3.91E+17,
Woohoo I almost passed out. That always fun #sarcasm,4.03E+17,
My dad always knows the right things to say about my art #sarcasm,5.47E+17,
Last minute Christmas shopping is always awesome... #sarcasm #christmas #christmasshopping #ineedcoffee http,5.47E+17,
we always eat so healthy before volleyball #sarcasm,3.88E+17,
My mom is always in such a pleasant mood when she cleans. #sarcasm #moveoutheway,4.00E+17,
"Please, keep talking. I always yawn when I am interested. #sarcastic",4.01E+17,
The SPFL there. Catering to their audience as always. #Sarcasm,5.05E+17,
It's always wonderful when your dad thinks you are an embarrassment..#sarcasm,3.86E+17,
Ive always loved you Walters #sarcasm,4.00E+17,
@LilDirtyMcCurdy AWW you always miss me? ;) that's so nice #sarcasm,4.17E+17,
love that I can always turn to @OhHeyCraig for inspiration!! #sarcasm,3.87E+17,
"No matter what the situation, Tne Big Bang Theory always makes me laugh. #hilarious #situationalcomedy #sarcasm",4.18E+17,
Ignoring people when you're mad always fixes things. #Sarcasm,3.86E+17,
Big thanks to @britttttters for spraying perfume on me. I've always wanted to smell like a female... #sarcasm,5.02E+17,
Haha! Thanks Youtube! Always looking out. #sarcasm http,5.46E+17,
Love how you always have time and money to go out and do stuff with other people except for me #thankspal #feelingthelove #sarcasm,4.09E+17,
atta boy Heater. Always scoring the big goals... #sarcasm #50in07,4.03E+17,
Atleast I can always fall asleep at night instead of mid-day. #sarcasm,4.00E+17,
"Well, I'm supposed to be at work at 2",3.87E+17,
@realFATmedia @bobWP @jpetersen experts are always who they say they are and should never be questioned. #sarcasm,4.04E+17,
"@LittleBigHHH ask any male in the world, crank is always needed #power #sarcasm",4.20E+17,
Can always count on oomf to reply ??. #sarcasm,3.81E+17,
Late night thinking Is always the best. ughh #sarcasm ????,3.91E+17,
Got the same happy @FirstCymru bus driver as we've had all week! Always welcomed with a smile #SARCASM #grumpybusdriver,4.13E+17,
See! The BCS always gets the 2 best teams for the title game. Why change it now?!? #sarcasm,4.10E+17,
@MrSwoope you've always been sick. #SeeWhatIDidThere #sarcasm,4.08E+17,
@ChuckS206 @guyro18 One thing about Heath. That fool is always around the football. #sarcasm #TampaTwo,4.01E+17,
I just love talking to my parents. It's always such a pleasant experience. #sarcasm ????,3.81E+17,
"Nature always wears the colors of the spirit, -Ralph Waldo Emerson #famousquotet in the wound, #Thoughts #Quotes #Sarcasm",3.85E+17,
It's always fun to get hit on by old men.. #sarcasm,4.07E+17,
my evenings are always so jam packed... #bored #sarcasm,3.99E+17,
ah family always getting along. #sarcasm,4.22E+17,
when i think rivalry I always think flyers and red wings #sarcasm,4.08E+17,
I see the #NYR game is going as lovely as always #sarcasm ...,4.11E+17,
Why are my mornings always so great.. lol #sarcasm,3.81E+17,
"Don't you just LOVE it when u always help ur family but when you need help they can't because ""I'm across town"" ... Yea it awesome! #Sarcasm",3.88E+17,
I love how my mom supports me and is always so proud!! #sarcasm #not,4.03E+17,
@LionelMedia 911 Iraq bin Laden's death. Didn't you know? The OFFICIAL GOVERNMENT STORY is always true? #SARCASM https,5.47E+17,
There's a law midterm next week. Good thing I always pay attention in class. #sarcasm,3.98E+17,
"I always wondered how pathetic someone could be. But now I know, cuz of you. #sarcasm #goaway #getget",3.85E+17,
@teslaariel_29 why do I always forget this. But thanks for the reminder I really needed that #sarcasm,3.97E+17,
Coming home and getting yelled at for everything.. that's always fun. #Sarcasm,4.09E+17,
@coachbmasz you have a good point...but I'm always right so I win #SeanLogic #Sarcasm #MissYou #ComebackToAdAms #TheReturn,4.11E+17,
May you always have someone around to point out your flaws. Especially when you're trying to regroup for the New Year. #Sarcasm,4.18E+17,
It's always fun never having someone to talk to ?? #sarcasm #foreveralone,3.97E+17,
Oh yeah...always a supportive girlfriend.. #sarcasm #shavethehawk http,3.97E+17,
Thanks I've always wanted a Hannah Montana book #sarcasm,3.85E+17,
Chillin in mah room as always,5.44E+17,
Always love seeing @tris7ann and @kevintb_ at McDonald's... #Sarcasm,3.88E+17,
I really like how Iowa State always gets the big headline and photo in the Register. #Sarcasm,4.00E+17,
@andygriff5 iv actually always wanted to go to Russia! #sarcastic #latereply,3.96E+17,
Never be ashamed of things that make you laugh because laughter is contagious and always good; even maniacal laughter #evil #bitch #sarcasm,3.80E+17,
Thank you for sending me a picture of you naked on snapchat.. What I always wanted ?? #sarcasm,4.18E+17,
@obses2ion damn them fighter jets! They ruin my sleep most weekends or if I'm sleeping in. Always! #perkstolivinginnorthernsuburbs #sarcasm,4.17E+17,
I love how @_Bre7 always replies to me.... #sarcasm,3.83E+17,
@JimIrsay sweet timeout...that icing the kicker always works in the #NFL. #sarcasm #clownCoachingDecision,3.79E+17,
Wow... It's always nice to feel included and have good friends around you #Sarcasm,3.99E+17,
Oh yeah because being patient has always worked out for me #sarcasm ??,3.80E+17,
I've always said it. Clay Mathews is just as dirty a player as Suh. Trash. Refs are clearly on GB payroll. #sarcasm,5.54E+17,
#share,3.84E+17,
The #problem with close minded people is that their mouth is always #open ,3.93E+17,
Got to love a bit of harassment on the street from drunk guys on a Friday night. Always puts me in a jolly good mood. #sarcasm #boring,4.07E+17,
I always wake up from the best dreams. #sarcasm,3.83E+17,
#Smackdown They've always gotta have someone annoying to start off smackdown haven't they? #Sarcasm,3.89E+17,
Heads up hammers.. There's always the 2nd leg...city are poor away from home #PositiveThinking #sarcasm,4.21E+17,
Always nice to wake up in more pain than usual. Gonna be a good day. #sarcasm #ihatewakingup,5.03E+17,
@walneygirl Yes definitely you ,3.99E+17,
Always great spending time with my cousin.......and her boyfriend #sarcasm #canwenot,4.18E+17,
My family is always so happy to see me when I come home #sarcasm,4.22E+17,
It's always fun calling government offices on a Friday. #sarcasm,4.01E+17,
Falling over backwards and smashing your head into the desk behind you is always fun in the middle of history class... #sarcasm,4.22E+17,
Yes because everything I JUST learned isn't right. I'm sorry your always right unlike me. #Sarcasm #StopLivingInThePast,3.96E+17,
Cuz sideways photos are always cool. #sarcasm #kimwoobin #friend2 http,3.93E+17,
Westsides always a happenin place #sarcasm,4.07E+17,
@carly_aller so glad you're always there for me Carly. #sarcasm,3.81E+17,
@PuckingHockey ya all the guys that work in the review room are always making decisions in the leafs favour! #sarcasm #cryaboutit #joke,4.14E+17,
@millsonwheeels haven't heard of that slush and yes he always is. Atleast his shirt looks cool. Lol #sarcasm,5.03E+17,
I always forget that turn signals are optional in MA. #sarcasm,4.00E+17,
@BlakeKaner aww thanks Blake,4.00E+17,
@LeighanneSealey I'm always calm #Sarcasm,3.82E+17,
@jeff_maillet ... important to me and has always been one of my biggest goals in life #sarcasm,3.81E+17,
my decision making skills are just always so on point. #sarcasm,4.00E+17,
I like how the girls always make the guy look bad c x #sarcastic,4.01E+17,
@nufcfans Great to see a win! Always had faith in pardews tactics ;) #Sarcasm #ImHappy http,3.87E+17,
Comming home is always a delight... #sarcasm,4.04E+17,
Wait a min? People are complaining on GAF? I would never expect to see that. They are always so even headed and calm on there. #Sarcasm,4.14E+17,
I always pick the best times to get sick.. #DeadWeek #Finals #Sarcasm,4.11E+17,
@AnthonyCumia why are you always talking about cats?! #sarcasm #twittervoice,3.89E+17,
Top class analysis as always from gary and Jamie #sarcasm,4.15E+17,
wow!!!!!! thats all i have to say... its fun always getting hurt #not #sarcasm,3.81E+17,
box is always full as well. Weird right?!? #sarcasm,3.83E+17,
#dgb always reppin his school in such a good way. #sarcasm #smh,4.22E+17,
Thanks @EASPORTSFIFA. An untradeable Willy Caballero is what I've always wanted!! ,5.46E+17,
@KiSS925 the competition should involve #RobFord he always has something creative up his sleeves #sarcasm  #Christmas #RozandMocha,4.03E+17,
"@AliaJoyH @onerebelheart @ACTilson Yes, explaining the joke always makes it better. #sarcasm  #fmfparty",3.96E+17,
@SarahJ_xxxx Ahhh Newcastle. Always full of class... #Sarcasm  ;-D,3.89E+17,
talking to your ex is always a good time.?? #sarcasm ??????,3.79E+17,
Thank you twitter for always being a distraction from my homework that needs to get done #sarcasm,4.07E+17,
@Julian_Hurst @orpdon I'm always available for freelance work. I'm very good at getting a point across! #philosophy #sarcasm #damage,4.01E+17,
Thursday nights r always disappointing #yayMe #sarcastic,3.94E+17,
Weird. Shawn was always standing up only at the end of Ten's performances and they picked then to advance. #shocked #sarcasm #Filharmonic,4.14E+17,
"When pissed off at one friend, one should always ignore the ones there for you. #Sarcastic",4.05E+17,
Nothing like watching a Sox game on Fox where the announcers are always biased against us. #Sarcasm,3.90E+17,
I now announce @mootheloon spelling queen. Always spells everything perfectly. #sarcasm,3.98E+17,
This trick always works! ;) #Sarcasm http,4.14E+17,
Typeing my paper last minute is always fun ?? #yay #sarcasm,3.92E+17,
Well. Time for my 2 hour bio lab with a teacher who can't speak English and always wears the same shirt. #shouldbefun #sarcasm,3.83E+17,
I like how you always make sure to ask for my opinion in plans. #sarcasm,3.84E+17,
I'm not always #sarcastic Sometimes  I'm #sleeping,5.53E+17,
"I love how in scary movies, they always have to see what's going on behind a dark corner or where someone got killed #AMCfearfest #sarcasm",3.90E+17,
I'm so glad Mr. Jones always puts up an answer key for his reviews #sarcasm,4.12E+17,
I love how im always invited to things. #sarcasm,5.48E+17,
@john_squirrel96 aren't we always happy when we're around each other? #sarcasm,3.96E+17,
Wide awake at 4 in the morning is always fun! #sarcastic,4.11E+17,
"Don't you hate them ""early morning tweeters""??? Always having somethin POSITIVE to say? Who are they, to be tryin to inspire you?!? #Sarcasm",3.81E+17,
Whenever I start drinking at noon good things always happen. #sarcasm #welostsamm #takemyjackettoo,3.97E+17,
Always a nice feeling to have your birthday on a monday. #goodfeeling #sarcasm,4.02E+17,
I always said I wanted a job that allowed me to travel and see some amazing places in this country..off to Lethbridge I go #sarcasm,3.96E+17,
"Always fun to need to shout ""Xbox, ON!"" about 5-6 times before my @Xbox One actually turns on #sarcasm #fivehundreddollarpieceofshit",5.05E+17,
"I love how my ""best friends"" will always leave me behind when something better comes along #thanks #sarcasm",4.04E+17,
The always welcome commercial after kickoff #DiscoverOrangeBowl #sarcasm,4.19E+17,
"Well, I didn't fail the quiz, so that's good. It's always fun getting back into the swing of things after vacation. #not #sarcasm",3.80E+17,
@fxnscitech @FoxNews Great.... just what I've always wanted... #sarcasm,4.22E+17,
shout out to that random mention I get which always has a naked lady on it. Its like early birthday presents. #sarcasm #seriouslystop,3.94E+17,
An argument is always a good start to the day. #sarcasm #chillmother. not even had my tea yet,4.14E+17,
its always wonderful to know who your real friends are. #sarcasm,4.01E+17,
Always a good day at WHS. #Sarcasm.,3.81E+17,
I love the fact that I'm always at hospital means I do things people get called for. #sarcasm,3.88E+17,
Yay for always getting treated like a little kid ,3.94E+17,
My favorite part about making any type of art is that I always hate it a month after I make it. ,4.14E+17,
@powuhass you're always so charming aren't you #sarcasm,4.16E+17,
I always get to sit next to the loveliest people on the bus ???? #sarcasm,3.89E+17,
Four hours of sleep is always refreshing #sarcasm,4.23E+17,
Men aren't you happier with your new insurance now u have maternity care what u always wanted. #sarcasm #Obamacare,3.96E+17,
"It's always nice to be a part of family events, especially important ones. Really makes me feel special being included. ",4.02E+17,
"I've seen ""The Avengers"" like 30 times &amp; every time I watch it I always wonder if Loki is going to beat them... #anticipation #sarcasm",3.95E+17,
I can't wait for my birthday! It's always boring ?? #sarcasm,4.10E+17,
It's always good to let your top talent go and replace them with injury ridden inferior talent.  Good job @Patriots  #sarcasm,3.87E+17,
its always dead fun been awake at 3.45am.#Sarcasm,4.03E+17,
@alex_pecorari it's true I've always wanted to be an actor/politician ?????? #sarcasm #youmeanbodybuilding,4.11E+17,
I would like to thank #oomf for always being there for me #sarcasm,3.98E+17,
Always love a class of guys who do nothing but talk about sports #substitutetweets #sarcasm,4.11E+17,
it's always fun when your 2 yr old nephew pees on you.,4.19E+17,
Always a joy hanging out with @EllieWalz13 #sarcasm,4.14E+17,
I always LOVE being informed. #sarcasm,3.81E+17,
"@MikeVick @alleniverson thanks, mike. Insightful as always #sarcasm",4.06E+17,
At Bahama breeze! I always get a chill in there. I don't know why lol #sarcasm #joking #hope #you #get #it,4.09E+17,
@ariesspears that beat down is always waiting when they come back #sarcasm,3.95E+17,
Coughing up mucus for like a week straight is always fun #sarcastic #TMI,5.03E+17,
It's always great to get your hopes up.. #Sarcasm,4.12E+17,
My mom is always so enthused when I call her-_- #sarcasm,3.93E+17,
@tugfah1,4.12E+17,
"Great way to start off your shift when your manager says ""you always look so happy"" #sarcasm #radbrad",3.94E+17,
I always love getting up early on Saturdays to teach boy scouts #sarcasm #INeedSleep #Ugh  #BedIsWaiting #Snore,4.02E+17,
Its a good thing my final is literally all the way across campus today because I always wanted to walk StonyBrook during a blizzard #sarcasm,4.10E+17,
"Ahhh, traffic in Montreal is always a delight #Sarcasm #ItsTooHotForThisShit",3.86E+17,
Is that your costume or do you always dress like that? #sarcasm #sarcastic #funny #lol #mean #rude,4.25E+17,
"You always know you are going to have a good day when you put your shirt on backwards, let's do this today!!! #Sarcasm",4.08E+17,
"#StrongPeople are always a little rough, vulgar, #sarcastic, and love to #smile a lot.))))",3.85E+17,
"oh, the sarcasm, always present. ",3.89E+17,
I love how people feel the need to cuss at me and Sarah because you know we always cuss at everyone all the time #sarcasm,4.13E+17,
The Browns will forever and always suck. I love that. I can't wait to hear all Cleveland fans complain about him now too. #sarcasm,5.44E+17,
@kadler8 really? I've always thought he seemed humble and gracious. #sarcasm? #yes,4.23E+17,
Taking drugs to figure out your life... Survival of the fittest at its finest folks! Drugs are always the answer. Do drugs! #sarcasm ??,5.47E+17,
@michaelianblack I always knew you were a corporate shill!! #Sarcasm,3.84E+17,
I love the organization around here. It's always so put together &amp; I feel like I know exactly what's going on everyday. #Sarcasm,3.90E+17,
@MPearlo Michael @owen_bush80 is right he always is &amp; he is totally unbiased in his views on all things Chelsea #fact #sarcasm #nomoutears,3.83E+17,
@stevelepore Milbury always the intelligent voice of reason #Sarcasm,3.85E+17,
Pro active people will always think this way,5.53E+17,
Waking up to the sounds of crazy cows in the distance is always fun #sarcasm #GibbstownLaaaad,3.92E+17,
I love how Romo always manages to throw an interception at the end of the game ?????? #yourock #sarcasm,3.97E+17,
JT doesn't fit the image of England captain. Rooney on the other hand is squeaky clean and has Always performed at international. #sarcasm,5.05E+17,
@LittleSargie23 Yeah Florida Georgia Line with Nelly always gets me too. #sarcasm,4.05E+17,
@morningstream wait...... you all are podfading??? Why am I always the last to know?? #sarcasm #getwellBrian,3.93E+17,
I love how @0hhjay always notifies me of plans on time #not #sarcasm,3.91E+17,
@kmacisco thanks girl always count on you to post an attractive picture of me ;P #sarcasm,4.08E+17,
I can dish it out but I don't always like it... #sarcasm,4.05E+17,
Mitch always picks the cutest photos of me for women crush Wednesday ,4.08E+17,
"I love those people who claim to be there for you when you need them, but somehow always make everything you say about themselves. #sarcasm",3.82E+17,
Waking up at 4 am from the best sleep ever is what I always wanted. #Sarcasm,3.90E+17,
@JoeMiegoc of course. Always do. They are never wrong. #sarcasm,4.12E+17,
Glad to know we haven't said one word to each other today ha that's always a positive...#sarcasm,4.17E+17,
Running away from your problems is always a good option. #sarcasm,4.11E+17,
I always love it when a guy feels comfortable enough to fart around me. #Sarcasm,4.06E+17,
@mrnicknoble thanks Nick...I can always count on you to be supportive. #sarcasm,4.00E+17,
@ryenarussillo Always hilarious to see the responses from people who think you're serious #sarcasm,5.51E+17,
lets go @DenverBroncos!!! I always gotta cheer for the underdog y'know! ,3.89E+17,
@EatRainbowPussy I hear that a lot. But it always sounds best coming from you #Sarcasm   ?  ?,3.90E+17,
Always fun meeting a sister's new boyfriend. #Sarcasm,4.06E+17,
Twitter - you're always there for me #MentionSomeoneYoureThankfulFor #Sarcasm,4.06E+17,
When the luggage belt stops is always a good sign... #sarcasm,5.04E+17,
